% 1. Title: Ear Biometrics Database
% 
% 2. Sources:
%      (a) Creator: Hugh Pearse
%      (b) Donor: The West Pomeranian University of Technology
%      (c) Date: October 2013
% 
@RELATION ears

@ATTRIBUTE row1  NUMERIC
@ATTRIBUTE row2  NUMERIC
@ATTRIBUTE row3  NUMERIC
@ATTRIBUTE row4  NUMERIC
@ATTRIBUTE row5  NUMERIC
@ATTRIBUTE row6  NUMERIC
@ATTRIBUTE row7  NUMERIC
@ATTRIBUTE row8  NUMERIC
@ATTRIBUTE row9  NUMERIC
@ATTRIBUTE row10  NUMERIC
@ATTRIBUTE file string

@DATA
17,3,1,2,3,6,9,18,28,44,./ear-dataset/096M0W0R0H0I010000000000.JPG
29,3,2,1,2,7,14,24,31,64,./ear-dataset/096M0W0R1H0I010000000000.JPG
2,0,7,21,18,11,1,15,27,35,./ear-dataset/096M0W1L0H0I010000000000.JPG
28,12,25,18,19,19,1,5,6,3,./ear-dataset/096M0W1L1H0I010000000000.JPG
17,3,1,2,3,6,9,18,28,44,./ear-dataset/096M0W1R0H0I010000000000.JPG
29,3,2,1,2,7,14,24,31,64,./ear-dataset/096M0W1R1H0I010000000000.JPG
0,18,13,23,28,10,10,8,32,43,./ear-dataset/097F0W0L0H0I020100000000.JPG
86,40,2,13,32,32,16,4,22,2,./ear-dataset/097F0W0L1H0I020100000300.JPG
35,8,14,1,1,4,13,28,57,110,./ear-dataset/097F0W0R0H0I011100000000.JPG
70,39,25,30,14,0,20,6,3,15,./ear-dataset/097F0W0R1H0I021100000000.JPG
0,18,13,23,28,10,10,8,32,43,./ear-dataset/097F0W1L0H0I020100000000.JPG
86,40,2,13,32,32,16,4,22,2,./ear-dataset/097F0W1L1H0I020100000300.JPG
35,8,14,1,1,4,13,28,57,110,./ear-dataset/097F0W1R0H0I011100000000.JPG
70,39,25,30,14,0,20,6,3,15,./ear-dataset/097F0W1R1H0I021100000000.JPG
75,63,52,50,39,8,13,17,52,55,./ear-dataset/098F0W0L0H0I020000000000.JPG
24,10,4,1,5,4,1,36,77,93,./ear-dataset/098F0W0L1H0I010000000000.JPG
28,11,4,2,2,5,14,27,42,61,./ear-dataset/098F0W0R0H0I010000000000.JPG
70,46,29,14,5,1,3,8,25,63,./ear-dataset/098F0W0R1H0I010000000000.JPG
75,63,52,50,39,8,13,17,52,55,./ear-dataset/098F0W1L0H0I020000000000.JPG
24,10,4,1,5,4,1,36,77,93,./ear-dataset/098F0W1L1H0I010000000000.JPG
28,11,4,2,2,5,14,27,42,61,./ear-dataset/098F0W1R0H0I010000000000.JPG
70,46,29,14,5,1,3,8,25,63,./ear-dataset/098F0W1R1H0I010000000000.JPG
49,16,2,24,43,44,46,34,58,118,./ear-dataset/099F2W0L0H0I011000000000.JPG
43,37,35,29,2,9,17,16,26,61,./ear-dataset/099F2W0L1H0I011000000000.JPG
73,31,17,0,17,29,61,82,133,154,./ear-dataset/099F2W0R0H0I011000000000.JPG
43,12,8,7,1,18,65,73,95,107,./ear-dataset/099F2W0R1H0I011000000000.JPG
49,16,2,24,43,44,46,34,58,118,./ear-dataset/099F2W1L0H0I011000000000.JPG
43,37,35,29,2,9,17,16,26,61,./ear-dataset/099F2W1L1H0I011000000000.JPG
73,31,17,0,17,29,61,82,133,154,./ear-dataset/099F2W1R0H0I011000000000.JPG
43,12,8,7,1,18,65,73,95,107,./ear-dataset/099F2W1R1H0I011000000000.JPG
28,7,10,18,28,21,3,10,0,1,./ear-dataset/100F2W0L0H0I010101000000.JPG
43,3,1,1,4,8,18,27,42,62,./ear-dataset/100F2W0L1H0I010101000000.JPG
49,11,6,1,3,10,16,25,30,40,./ear-dataset/100F2W0R0H0I010101000000.JPG
0,0,0,7,0,42,58,59,74,168,./ear-dataset/100F2W0R1H0I010101000000.JPG
28,7,10,18,28,21,3,10,0,1,./ear-dataset/100F2W1L0H0I010101000000.JPG
43,3,1,1,4,8,18,27,42,62,./ear-dataset/100F2W1L1H0I010101000000.JPG
49,11,6,1,3,10,16,25,30,40,./ear-dataset/100F2W1R0H0I010101000000.JPG
0,0,0,7,0,42,58,59,74,168,./ear-dataset/100F2W1R1H0I010101000000.JPG
7,3,1,12,0,65,59,64,50,31,./ear-dataset/101M1W0L0H0I020000000000.JPG
11,30,25,8,6,31,24,33,48,16,./ear-dataset/101M1W0L1H0I010000000000.JPG
115,87,23,5,1,4,13,31,61,104,./ear-dataset/101M1W0R0H0I010000000000.JPG
25,10,2,1,2,9,20,37,55,75,./ear-dataset/101M1W0R1H0I010000000000.JPG
7,3,1,12,0,65,59,64,50,31,./ear-dataset/101M1W1L0H0I020000000000.JPG
11,30,25,8,6,31,24,33,48,16,./ear-dataset/101M1W1L1H0I010000000000.JPG
115,87,23,5,1,4,13,31,61,104,./ear-dataset/101M1W1R0H0I010000000000.JPG
25,10,2,1,2,9,20,37,55,75,./ear-dataset/101M1W1R1H0I010000000000.JPG
2,5,27,45,44,50,31,39,49,43,./ear-dataset/102M0W0L0H0I011000000000.JPG
1,4,12,11,20,18,15,0,27,19,./ear-dataset/102M0W0L1H0I011000000000.JPG
42,15,11,5,1,1,3,4,11,52,./ear-dataset/102M0W0R0H0I011000000000.JPG
2,1,1,1,1,3,6,10,13,49,./ear-dataset/102M0W0R1H0I011000000000.JPG
2,5,27,45,44,50,31,39,49,43,./ear-dataset/102M0W1L0H0I011000000000.JPG
1,4,12,11,20,18,15,0,27,19,./ear-dataset/102M0W1L1H0I011000000000.JPG
42,15,11,5,1,1,3,4,11,52,./ear-dataset/102M0W1R0H0I011000000000.JPG
2,1,1,1,1,3,6,10,13,49,./ear-dataset/102M0W1R1H0I011000000000.JPG
73,1,17,16,16,28,43,43,16,1,./ear-dataset/103F2W0L0H0I011000000000.JPG
72,57,16,0,6,40,38,37,41,41,./ear-dataset/103F2W0L1H0I011000000000.JPG
33,16,7,3,1,4,10,19,27,34,./ear-dataset/103F2W0R0H0I010000000000.JPG
19,10,2,0,18,10,7,1,2,8,./ear-dataset/103F2W0R1H0I010000000000.JPG
73,1,17,16,16,28,43,43,16,1,./ear-dataset/103F2W1L0H0I011000000000.JPG
72,57,16,0,6,40,38,37,41,41,./ear-dataset/103F2W1L1H0I011000000000.JPG
33,16,7,3,1,4,10,19,27,34,./ear-dataset/103F2W1R0H0I010000000000.JPG
19,10,2,0,18,10,7,1,2,8,./ear-dataset/103F2W1R1H0I010000000000.JPG
85,51,31,30,12,0,10,14,36,80,./ear-dataset/104F2W0L0H0I011101000000.JPG
64,43,12,9,18,37,19,4,16,26,./ear-dataset/104F2W0L1H0I011101000000.JPG
22,11,4,1,1,4,11,24,30,20,./ear-dataset/104F2W0R0H0I011101000000.JPG
68,42,13,4,3,24,23,16,7,3,./ear-dataset/104F2W0R1H0I011101000000.JPG
85,51,31,30,12,0,10,14,36,80,./ear-dataset/104F2W1L0H0I011101000000.JPG
64,43,12,9,18,37,19,4,16,26,./ear-dataset/104F2W1L1H0I011101000000.JPG
22,11,4,1,1,4,11,24,30,20,./ear-dataset/104F2W1R0H0I011101000000.JPG
68,42,13,4,3,24,23,16,7,3,./ear-dataset/104F2W1R1H0I011101000000.JPG
27,7,6,8,7,0,7,24,20,36,./ear-dataset/105F2W0L0H0I011100000000.JPG
0,16,16,24,8,8,1,9,7,7,./ear-dataset/105F2W0L1H0I011100000000.JPG
4,15,30,33,56,43,29,24,10,1,./ear-dataset/105F2W0L2H0I011100000000.JPG
53,23,7,4,2,14,38,72,102,135,./ear-dataset/105F2W0R0H0I010100000000.JPG
37,11,1,1,1,1,0,2,6,11,./ear-dataset/105F2W0R1H0I010100000000.JPG
22,9,2,0,10,35,57,76,101,124,./ear-dataset/105F2W0R1H0I010100000320.JPG
27,7,6,8,7,0,7,24,20,36,./ear-dataset/105F2W1L0H0I011100000000.JPG
0,16,16,24,8,8,1,9,7,7,./ear-dataset/105F2W1L1H0I011100000000.JPG
4,15,30,33,56,43,29,24,10,1,./ear-dataset/105F2W1L2H0I011100000000.JPG
53,23,7,4,2,14,38,72,102,135,./ear-dataset/105F2W1R0H0I010100000000.JPG
37,11,1,1,1,1,0,2,6,11,./ear-dataset/105F2W1R1H0I010100000000.JPG
22,9,2,0,10,35,57,76,101,124,./ear-dataset/105F2W1R1H0I010100000320.JPG
53,13,7,0,68,47,23,7,3,6,./ear-dataset/106M0W0L0H0I010000000000.JPG
146,89,55,71,67,52,27,1,4,91,./ear-dataset/106M0W0L1H0I010000000000.JPG
35,18,5,2,3,9,19,28,49,58,./ear-dataset/106M0W0R0H0I000000000000.JPG
20,9,4,1,3,7,12,22,40,61,./ear-dataset/106M0W0R1H0I010000000000.JPG
53,13,7,0,68,47,23,7,3,6,./ear-dataset/106M0W1L0H0I010000000000.JPG
146,89,55,71,67,52,27,1,4,91,./ear-dataset/106M0W1L1H0I010000000000.JPG
35,18,5,2,3,9,19,28,49,58,./ear-dataset/106M0W1R0H0I000000000000.JPG
20,9,4,1,3,7,12,22,40,61,./ear-dataset/106M0W1R1H0I010000000000.JPG
103,104,64,26,17,1,18,26,14,1,./ear-dataset/107M1W0L0H0I000000000000.JPG
12,32,37,15,10,13,11,14,3,12,./ear-dataset/107M1W0L1H0I010000000000.JPG
50,22,8,2,0,1,6,18,19,15,./ear-dataset/107M1W0R0H0I000000000000.JPG
32,12,3,4,6,10,19,28,43,70,./ear-dataset/107M1W0R1H0I010000000000.JPG
103,104,64,26,17,1,18,26,14,1,./ear-dataset/107M1W1L0H0I000000000000.JPG
12,32,37,15,10,13,11,14,3,12,./ear-dataset/107M1W1L1H0I010000000000.JPG
50,22,8,2,0,1,6,18,19,15,./ear-dataset/107M1W1R0H0I000000000000.JPG
32,12,3,4,6,10,19,28,43,70,./ear-dataset/107M1W1R1H0I010000000000.JPG
46,26,34,0,13,14,6,14,4,13,./ear-dataset/108F1W0L0H0I010200000010.JPG
44,26,30,2,16,19,27,22,1,1,./ear-dataset/108F1W0L1H0I010200000000.JPG
54,34,13,7,3,2,2,10,15,19,./ear-dataset/108F1W0R0H0I011100000000.JPG
16,5,2,1,2,4,13,24,43,62,./ear-dataset/108F1W0R1H0I011100000000.JPG
46,26,34,0,13,14,6,14,4,13,./ear-dataset/108F1W1L0H0I010200000010.JPG
44,26,30,2,16,19,27,22,1,1,./ear-dataset/108F1W1L1H0I010200000000.JPG
54,34,13,7,3,2,2,10,15,19,./ear-dataset/108F1W1R0H0I011100000000.JPG
16,5,2,1,2,4,13,24,43,62,./ear-dataset/108F1W1R1H0I011100000000.JPG
38,8,2,14,6,0,13,107,120,130,./ear-dataset/109F2W0L0H0I011100000020.JPG
15,4,1,22,22,10,12,13,0,26,./ear-dataset/109F2W0L1H0I010100000000.JPG
88,2,0,4,3,0,1,8,31,50,./ear-dataset/109F2W0R0H0I010100010000.JPG
64,25,7,10,2,0,3,5,6,4,./ear-dataset/109F2W0R1H0I010100010020.JPG
38,8,2,14,6,0,13,107,120,130,./ear-dataset/109F2W1L0H0I011100000020.JPG
15,4,1,22,22,10,12,13,0,26,./ear-dataset/109F2W1L1H0I010100000000.JPG
88,2,0,4,3,0,1,8,31,50,./ear-dataset/109F2W1R0H0I010100010000.JPG
64,25,7,10,2,0,3,5,6,4,./ear-dataset/109F2W1R1H0I010100010020.JPG
1,1,4,3,7,1,2,7,12,12,./ear-dataset/110F2W0L0H0I010000010000.JPG
13,4,18,20,16,10,2,28,38,34,./ear-dataset/110F2W0L1H0I010000010000.JPG
28,5,3,0,4,10,20,35,60,91,./ear-dataset/110F2W0R0H0I010000000010.JPG
25,0,2,7,15,28,48,74,109,152,./ear-dataset/110F2W0R1H0I010000000000.JPG
1,1,4,3,7,1,2,7,12,12,./ear-dataset/110F2W1L0H0I010000010000.JPG
13,4,18,20,16,10,2,28,38,34,./ear-dataset/110F2W1L1H0I010000010000.JPG
28,5,3,0,4,10,20,35,60,91,./ear-dataset/110F2W1R0H0I010000000010.JPG
25,0,2,7,15,28,48,74,109,152,./ear-dataset/110F2W1R1H0I010000000000.JPG
80,28,11,16,0,5,16,39,29,4,./ear-dataset/111M1W0L0H0I020000000000.JPG
127,51,31,9,4,30,12,16,21,4,./ear-dataset/111M1W0L1H0I010000000000.JPG
10,1,0,1,1,4,7,4,23,44,./ear-dataset/111M1W0R0H0I010000000000.JPG
12,2,0,2,8,18,31,48,79,121,./ear-dataset/111M1W0R1H0I010000000000.JPG
80,28,11,16,0,5,16,39,29,4,./ear-dataset/111M1W1L0H0I020000000000.JPG
127,51,31,9,4,30,12,16,21,4,./ear-dataset/111M1W1L1H0I010000000000.JPG
10,1,0,1,1,4,7,4,23,44,./ear-dataset/111M1W1R0H0I010000000000.JPG
12,2,0,2,8,18,31,48,79,121,./ear-dataset/111M1W1R1H0I010000000000.JPG
66,10,0,7,16,17,7,5,5,8,./ear-dataset/112F1W0L0H0I010000000000.JPG
10,10,30,51,45,46,43,39,19,3,./ear-dataset/112F1W0L1H0I010000000000.JPG
19,10,0,0,7,22,41,68,101,145,./ear-dataset/112F1W0R0H0I010000000000.JPG
28,13,5,2,2,7,15,28,73,91,./ear-dataset/112F1W0R1H0I000000000000.JPG
66,10,0,7,16,17,7,5,5,8,./ear-dataset/112F1W1L0H0I010000000000.JPG
10,10,30,51,45,46,43,39,19,3,./ear-dataset/112F1W1L1H0I010000000000.JPG
19,10,0,0,7,22,41,68,101,145,./ear-dataset/112F1W1R0H0I010000000000.JPG
28,13,5,2,2,7,15,28,73,91,./ear-dataset/112F1W1R1H0I000000000000.JPG
64,19,13,8,1,33,29,41,47,45,./ear-dataset/113F1W0L0H0I010100000000.JPG
61,12,5,10,7,4,55,65,70,61,./ear-dataset/113F1W0L1H0I020100000000.JPG
38,22,10,1,22,15,5,5,8,21,./ear-dataset/113F1W0R0H0I020100010000.JPG
19,6,2,2,5,13,13,23,16,25,./ear-dataset/113F1W0R1H0I010100000020.JPG
64,19,13,8,1,33,29,41,47,45,./ear-dataset/113F1W1L0H0I010100000000.JPG
61,12,5,10,7,4,55,65,70,61,./ear-dataset/113F1W1L1H0I020100000000.JPG
38,22,10,1,22,15,5,5,8,21,./ear-dataset/113F1W1R0H0I020100010000.JPG
19,6,2,2,5,13,13,23,16,25,./ear-dataset/113F1W1R1H0I010100000020.JPG
9,2,5,10,32,22,16,1,30,61,./ear-dataset/114M1W0L0H0I010000010000.JPG
10,1,4,7,10,10,15,3,0,4,./ear-dataset/114M1W0L1H0I010000010000.JPG
91,57,17,3,1,9,15,27,58,103,./ear-dataset/114M1W0R0H0I010000000000.JPG
37,21,8,2,1,1,2,2,3,7,./ear-dataset/114M1W0R1H0I010000000000.JPG
9,2,5,10,32,22,16,1,30,61,./ear-dataset/114M1W1L0H0I010000010000.JPG
10,1,4,7,10,10,15,3,0,4,./ear-dataset/114M1W1L1H0I010000010000.JPG
91,57,17,3,1,9,15,27,58,103,./ear-dataset/114M1W1R0H0I010000000000.JPG
37,21,8,2,1,1,2,2,3,7,./ear-dataset/114M1W1R1H0I010000000000.JPG
13,27,4,5,16,14,32,9,35,119,./ear-dataset/115F1W0L0H0I011000000000.JPG
151,17,5,8,19,33,11,22,23,8,./ear-dataset/115F1W0L1H0I001000000000.JPG
12,0,1,2,4,8,13,20,37,52,./ear-dataset/115F1W0R0H1I012000000000.JPG
17,9,5,1,3,4,4,5,8,59,./ear-dataset/115F1W0R1H1I012000000000.JPG
13,27,4,5,16,14,32,9,35,119,./ear-dataset/115F1W1L0H0I011000000000.JPG
151,17,5,8,19,33,11,22,23,8,./ear-dataset/115F1W1L1H0I001000000000.JPG
12,0,1,2,4,8,13,20,37,52,./ear-dataset/115F1W1R0H1I012000000000.JPG
17,9,5,1,3,4,4,5,8,59,./ear-dataset/115F1W1R1H1I012000000000.JPG
58,1,22,19,56,43,28,4,8,4,./ear-dataset/116F3W0L0H0I011100000000.JPG
7,14,23,31,33,28,19,2,2,7,./ear-dataset/116F3W0L1H0I011100000000.JPG
16,1,13,13,17,33,54,66,85,112,./ear-dataset/116F3W0R0H1I001100000000.JPG
22,2,3,0,6,15,23,35,48,70,./ear-dataset/116F3W0R1H0I011100000000.JPG
58,1,22,19,56,43,28,4,8,4,./ear-dataset/116F3W1L0H0I011100000000.JPG
7,14,23,31,33,28,19,2,2,7,./ear-dataset/116F3W1L1H0I011100000000.JPG
16,1,13,13,17,33,54,66,85,112,./ear-dataset/116F3W1R0H1I001100000000.JPG
22,2,3,0,6,15,23,35,48,70,./ear-dataset/116F3W1R1H0I011100000000.JPG
28,14,31,22,24,26,27,6,4,11,./ear-dataset/117M3W0L0H0I010000000000.JPG
4,1,3,4,10,17,10,7,9,40,./ear-dataset/117M3W0L1H0I010000000000.JPG
37,10,2,0,6,16,28,44,68,107,./ear-dataset/117M3W0R0H0I010000001000.JPG
33,16,8,2,1,0,3,9,16,16,./ear-dataset/117M3W0R1H0I010000001000.JPG
28,14,31,22,24,26,27,6,4,11,./ear-dataset/117M3W1L0H0I010000000000.JPG
4,1,3,4,10,17,10,7,9,40,./ear-dataset/117M3W1L1H0I010000000000.JPG
37,10,2,0,6,16,28,44,68,107,./ear-dataset/117M3W1R0H0I010000001000.JPG
33,16,8,2,1,0,3,9,16,16,./ear-dataset/117M3W1R1H0I010000001000.JPG
73,64,50,20,0,0,52,49,36,109,./ear-dataset/118M1W0L0H0I010110010000.JPG
10,31,18,9,3,1,10,11,13,2,./ear-dataset/118M1W0L1H0I010110010000.JPG
29,7,0,1,8,16,25,37,58,94,./ear-dataset/118M1W0R0H0I010110000000.JPG
23,6,1,3,10,21,29,35,56,87,./ear-dataset/118M1W0R1H0I010110000000.JPG
73,64,50,20,0,0,52,49,36,109,./ear-dataset/118M1W1L0H0I010110010000.JPG
10,31,18,9,3,1,10,11,13,2,./ear-dataset/118M1W1L1H0I010110010000.JPG
29,7,0,1,8,16,25,37,58,94,./ear-dataset/118M1W1R0H0I010110000000.JPG
23,6,1,3,10,21,29,35,56,87,./ear-dataset/118M1W1R1H0I010110000000.JPG
27,3,1,14,37,48,21,15,15,15,./ear-dataset/119F2W0L0H0I020100000000.JPG
9,1,3,13,0,14,24,28,34,37,./ear-dataset/119F2W0L1H0I010100000000.JPG
54,28,8,3,7,34,47,68,98,118,./ear-dataset/119F2W0R0H0I010100000000.JPG
13,0,0,0,18,34,40,85,123,159,./ear-dataset/119F2W0R1H0I010100000000.JPG
27,3,1,14,37,48,21,15,15,15,./ear-dataset/119F2W1L0H0I020100000000.JPG
9,1,3,13,0,14,24,28,34,37,./ear-dataset/119F2W1L1H0I010100000000.JPG
54,28,8,3,7,34,47,68,98,118,./ear-dataset/119F2W1R0H0I010100000000.JPG
13,0,0,0,18,34,40,85,123,159,./ear-dataset/119F2W1R1H0I010100000000.JPG
90,45,5,9,9,1,13,10,1,7,./ear-dataset/120F3W0L0H0I021001000000.JPG
10,13,1,4,13,16,4,6,4,1,./ear-dataset/120F3W0L1H0I011001000000.JPG
67,21,3,1,4,13,17,31,24,43,./ear-dataset/120F3W0R0H0I010001000000.JPG
11,1,0,2,13,23,34,43,60,100,./ear-dataset/120F3W0R1H0I020001000000.JPG
90,45,5,9,9,1,13,10,1,7,./ear-dataset/120F3W1L0H0I021001000000.JPG
10,13,1,4,13,16,4,6,4,1,./ear-dataset/120F3W1L1H0I011001000000.JPG
67,21,3,1,4,13,17,31,24,43,./ear-dataset/120F3W1R0H0I010001000000.JPG
11,1,0,2,13,23,34,43,60,100,./ear-dataset/120F3W1R1H0I020001000000.JPG
62,30,12,12,24,58,70,72,61,58,./ear-dataset/121F2W0L0H0I012000000000.JPG
56,6,41,6,26,10,5,0,23,22,./ear-dataset/121F2W0L1H0I012000000000.JPG
29,8,1,1,7,16,24,40,62,101,./ear-dataset/121F2W0R0H0I020000010000.JPG
46,32,22,15,10,8,6,4,1,3,./ear-dataset/121F2W0R1H0I010000010000.JPG
62,30,12,12,24,58,70,72,61,58,./ear-dataset/121F2W1L0H0I012000000000.JPG
56,6,41,6,26,10,5,0,23,22,./ear-dataset/121F2W1L1H0I012000000000.JPG
29,8,1,1,7,16,24,40,62,101,./ear-dataset/121F2W1R0H0I020000010000.JPG
46,32,22,15,10,8,6,4,1,3,./ear-dataset/121F2W1R1H0I010000010000.JPG
10,5,12,46,46,59,7,1,9,8,./ear-dataset/122M2W0L0H0I010000000000.JPG
31,19,22,1,10,28,26,10,8,7,./ear-dataset/122M2W0L1H0I010000000000.JPG
50,20,6,2,12,28,37,49,74,100,./ear-dataset/122M2W0R0H0I010000000000.JPG
19,7,1,0,1,1,1,3,8,22,./ear-dataset/122M2W0R1H0I020000000000.JPG
10,5,12,46,46,59,7,1,9,8,./ear-dataset/122M2W1L0H0I010000000000.JPG
31,19,22,1,10,28,26,10,8,7,./ear-dataset/122M2W1L1H0I010000000000.JPG
50,20,6,2,12,28,37,49,74,100,./ear-dataset/122M2W1R0H0I010000000000.JPG
19,7,1,0,1,1,1,3,8,22,./ear-dataset/122M2W1R1H0I020000000000.JPG
9,6,11,18,4,3,1,19,21,24,./ear-dataset/123F1W0L0H0I011000000000.JPG
66,79,57,25,2,7,10,4,9,15,./ear-dataset/123F1W0L1H0I011000000000.JPG
44,24,13,5,10,5,4,1,7,16,./ear-dataset/123F1W0R0H0I011000000000.JPG
74,104,79,25,6,10,24,41,67,102,./ear-dataset/123F1W0R1H0I011000000000.JPG
9,6,11,18,4,3,1,19,21,24,./ear-dataset/123F1W1L0H0I011000000000.JPG
66,79,57,25,2,7,10,4,9,15,./ear-dataset/123F1W1L1H0I011000000000.JPG
44,24,13,5,10,5,4,1,7,16,./ear-dataset/123F1W1R0H0I011000000000.JPG
74,104,79,25,6,10,24,41,67,102,./ear-dataset/123F1W1R1H0I011000000000.JPG
25,13,16,7,34,44,37,16,19,22,./ear-dataset/124F2W0L0H0I010000000000.JPG
37,16,13,19,30,40,40,13,2,79,./ear-dataset/124F2W0L1H0I010000000000.JPG
197,155,32,5,0,5,22,47,80,113,./ear-dataset/124F2W0R0H0I010000000000.JPG
20,8,6,2,0,1,9,18,29,39,./ear-dataset/124F2W0R1H0I010000000000.JPG
25,13,16,7,34,44,37,16,19,22,./ear-dataset/124F2W1L0H0I010000000000.JPG
37,16,13,19,30,40,40,13,2,79,./ear-dataset/124F2W1L1H0I010000000000.JPG
197,155,32,5,0,5,22,47,80,113,./ear-dataset/124F2W1R0H0I010000000000.JPG
20,8,6,2,0,1,9,18,29,39,./ear-dataset/124F2W1R1H0I010000000000.JPG
21,31,6,4,5,3,13,5,6,22,./ear-dataset/125F3W0L0H0I010000000000.JPG
16,4,5,8,8,8,16,9,2,3,./ear-dataset/125F3W0L1H0I010000000000.JPG
39,15,3,1,4,14,16,21,36,58,./ear-dataset/125F3W0R0H0I010000000000.JPG
7,0,0,10,24,50,73,96,115,145,./ear-dataset/125F3W0R1H0I010000000000.JPG
21,31,6,4,5,3,13,5,6,22,./ear-dataset/125F3W1L0H0I010000000000.JPG
16,4,5,8,8,8,16,9,2,3,./ear-dataset/125F3W1L1H0I010000000000.JPG
39,15,3,1,4,14,16,21,36,58,./ear-dataset/125F3W1R0H0I010000000000.JPG
7,0,0,10,24,50,73,96,115,145,./ear-dataset/125F3W1R1H0I010000000000.JPG
94,48,0,14,25,16,22,22,11,13,./ear-dataset/126F2W0L0V0I010000000000.JPG
0,22,12,10,11,14,33,25,28,62,./ear-dataset/126F2W0L1V0I010000000000.JPG
57,32,11,4,2,1,0,1,8,24,./ear-dataset/126F2W0R0V0I010000000000.JPG
28,0,0,0,0,0,19,34,55,96,./ear-dataset/126F2W0R1V0I010000000000.JPG
94,48,0,14,25,16,22,22,11,13,./ear-dataset/126F2W1L0V0I010000000000.JPG
0,22,12,10,11,14,33,25,28,62,./ear-dataset/126F2W1L1V0I010000000000.JPG
57,32,11,4,2,1,0,1,8,24,./ear-dataset/126F2W1R0V0I010000000000.JPG
28,0,0,0,0,0,19,34,55,96,./ear-dataset/126F2W1R1V0I010000000000.JPG
20,22,2,17,25,25,19,3,9,15,./ear-dataset/127M2W0L0V0I010000000000.JPG
91,78,55,38,51,46,25,16,2,9,./ear-dataset/127M2W0L1V0I010000000000.JPG
24,7,0,2,22,34,47,65,85,120,./ear-dataset/127M2W0R0V0I010000000000.JPG
15,5,0,0,3,5,16,31,51,69,./ear-dataset/127M2W0R1V0I010000000000.JPG
20,22,2,17,25,25,19,3,9,15,./ear-dataset/127M2W1L0V0I010000000000.JPG
91,78,55,38,51,46,25,16,2,9,./ear-dataset/127M2W1L1V0I010000000000.JPG
24,7,0,2,22,34,47,65,85,120,./ear-dataset/127M2W1R0V0I010000000000.JPG
15,5,0,0,3,5,16,31,51,69,./ear-dataset/127M2W1R1V0I010000000000.JPG
28,24,24,5,4,4,1,0,0,1,./ear-dataset/128M2W0L0H0I010000000000.JPG
1,19,34,13,13,25,1,7,9,15,./ear-dataset/128M2W0L1H0I020000000000.JPG
28,16,12,10,4,7,32,44,67,118,./ear-dataset/128M2W0R0H0I010000000000.JPG
33,18,4,0,14,10,23,31,48,74,./ear-dataset/128M2W0R1H0I010000000000.JPG
28,24,24,5,4,4,1,0,0,1,./ear-dataset/128M2W1L0H0I010000000000.JPG
1,19,34,13,13,25,1,7,9,15,./ear-dataset/128M2W1L1H0I020000000000.JPG
28,16,12,10,4,7,32,44,67,118,./ear-dataset/128M2W1R0H0I010000000000.JPG
33,18,4,0,14,10,23,31,48,74,./ear-dataset/128M2W1R1H0I010000000000.JPG
69,17,4,19,13,7,0,7,19,15,./ear-dataset/129M1W0L0H0I020000000000.JPG
16,4,0,5,4,14,1,11,16,11,./ear-dataset/129M1W0L1H0I010000000000.JPG
15,6,1,0,2,7,21,36,56,70,./ear-dataset/129M1W0R0H0I010000000000.JPG
75,25,10,4,1,16,36,59,84,124,./ear-dataset/129M1W0R1H0I010000000000.JPG
69,17,4,19,13,7,0,7,19,15,./ear-dataset/129M1W1L0H0I020000000000.JPG
16,4,0,5,4,14,1,11,16,11,./ear-dataset/129M1W1L1H0I010000000000.JPG
15,6,1,0,2,7,21,36,56,70,./ear-dataset/129M1W1R0H0I010000000000.JPG
75,25,10,4,1,16,36,59,84,124,./ear-dataset/129M1W1R1H0I010000000000.JPG
61,44,27,50,48,46,26,29,31,16,./ear-dataset/130F2W0L0H0I010100010000.JPG
108,108,103,100,67,0,0,0,0,0,./ear-dataset/130F2W0L1H0I010100010000.JPG
40,24,0,0,0,0,32,53,89,131,./ear-dataset/130F2W0R0H0I010100000000.JPG
16,6,1,0,0,4,8,17,28,37,./ear-dataset/130F2W0R1H0I010100000000.JPG
61,44,27,50,48,46,26,29,31,16,./ear-dataset/130F2W1L0H0I010100010000.JPG
108,108,103,100,67,0,0,0,0,0,./ear-dataset/130F2W1L1H0I010100010000.JPG
40,24,0,0,0,0,32,53,89,131,./ear-dataset/130F2W1R0H0I010100000000.JPG
16,6,1,0,0,4,8,17,28,37,./ear-dataset/130F2W1R1H0I010100000000.JPG
13,9,17,4,13,10,4,12,82,96,./ear-dataset/131M0W0L0H0I010100000000.JPG
18,12,20,7,19,28,1,40,34,67,./ear-dataset/131M0W0L0H0I010100000300.JPG
28,49,37,24,9,6,1,7,10,14,./ear-dataset/131M0W0L1H0I010100000000.JPG
8,2,41,30,24,25,21,16,6,16,./ear-dataset/131M0W0R0H0I010000000000.JPG
55,36,28,14,5,1,10,12,16,65,./ear-dataset/131M0W0R1H0I010000000000.JPG
13,9,17,4,13,10,4,12,82,96,./ear-dataset/131M0W1L0H0I010100000000.JPG
18,12,20,7,19,28,1,40,34,67,./ear-dataset/131M0W1L0H0I010100000300.JPG
28,49,37,24,9,6,1,7,10,14,./ear-dataset/131M0W1L1H0I010100000000.JPG
8,2,41,30,24,25,21,16,6,16,./ear-dataset/131M0W1R0H0I010000000000.JPG
